CO2,netNOx,SO2,BC,H2O,Contrail Cirrus and C-C,Total
-59.55736010552869,0,0.0,5.014848962323496,0,20.97599440366696,-33.56651673953823
-59.55736010552869,0,0.0,3.4637060297872138,0,16.70018569377538,-39.393468381966095
-59.55736010552869,0,0.0,18.442257590431517,0,74.3694347039102,33.25433218881303
-59.55736010552869,0,0.0,12.73788289513514,0,59.20974927793077,12.390272067537225
