,CO2,netNOx,SO2,BC,H2O,Contrail Cirrus and C-C,Total
GWP100 BAU,-5.955736010552982,0,0.0,2.0221165170659248,0,1.1982335034655307,-2.735385990021527
GWP100 SAF,-5.955736010552982,0,0.0,1.3966556571722624,0,28.22575566274344,23.666675309362716
GWP20 BAU,-5.955736010552982,0,0.0,7.43639418969012,0,4.24828242137778,5.7289406005149175
GWP20 SAF,-5.955736010552982,0,0.0,5.136243102877067,0,100.07313371336295,99.25364080568704
